smiles,measured log solubility in mols per litre,source
O=C(Cc1ccccc1)c1c(O)nc2cc(Cl)ccc2c1O,1.66,ChEMBL
O=C(Oc1c(Oc2ccccc2)c(Oc2ccccc2)c(OC(=O)c2ccccc2)c2cc(Cl)ccc12)c1ccccc1,8.7,ChEMBL
COc1c(OC)c(OC(C)=O)c2c(C)cccc2c1OC(C)=O,2.8,ChEMBL
COc1c(OC)c(OC(=O)C(C)(C)C)c2cc(C)c(C)cc2c1OC(=O)C(C)(C)C,6.5,ChEMBL
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCC(C)C(F)(F)F)cc12,5.89,ChEMBL
COC(=O)c1cnc(F)cn1,0.27,ChEMBL
C=C(Cl)CCl,1.75,ChEMBL
CCCCCCCOC(=O)c1cnc(Cl)cn1,3.87,ChEMBL
CCCCCC(C)OC(=O)c1cnc(Cl)cn1,3.0,ChEMBL
CCCCCCCCCCCC(C)OC(=O)c1cnc(Cl)cn1,6.25,ChEMBL
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])cc1,1.61,ChEMBL
CN(C(=O)C(C)(C)O)c1ccc([N+](=O)[O-])c(C(F)(F)F)c1,3.06,ChEMBL
CCN(CC)C(=O)C(C)OC(=O)c1ccccc1OC(C)=O,0.67,ChEMBL
NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,1.1,ChEMBL
O=C(NCCN1CCCCC1)c1ccc(NCCN2CCCCC2)c2c(O)c3ccccc3nc12,7.73,ChEMBL
CN(C)CCNC(=O)c1ccc(N(C)CCN(C)C)c2c(O)c3ccccc3nc12,4.21,ChEMBL
CCCc1cn[nH]c1,1.96,ChEMBL
COc1c(OC)c(OC(C)=O)c2ccccc2c1OC(C)=O,2.39,ChEMBL
CCCC(=O)Oc1c(OC)c(OC)c(OC(=O)CCC)c2cc(Cl)ccc12,5.5,ChEMBL
CN1C=CCC(C(=O)O[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C)=C1,4.5,ChEMBL
COC(=O)c1cnc(OC)cn1,0.74,ChEMBL
CC(Cl)Cl,1.8,ChEMBL
CCCCCCCCCCCOC(=O)c1cnc(Cl)cn1,5.98,ChEMBL
CC(C)(C)OC(=O)c1cnc(Cl)cn1,1.7,ChEMBL
CCCCCCCCCC(C)OC(=O)c1cnc(Cl)cn1,5.25,ChEMBL
CCN(/C=N\c1ccn(C2CC(F)C(CO)O2)c(=O)n1)CC,1.688,ChEMBL
Nc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)C(C2CCCCC2)C2CCCCC2)cn1,2.21,ChEMBL
CCOc1ccc(CC(N)=O)cc1,0.83,ChEMBL
NC(=O)Cc1ccc(OCC2CCCCC2)cc1,3.42,ChEMBL
COc1c(OC)c(OC(C)=O)c2cc(Br)ccc2c1OC(C)=O,3.39,ChEMBL
COc1c(OC)c(OC(=O)C(C)(C)C)c2c(C)cccc2c1OC(=O)C(C)(C)C,6.1,ChEMBL
CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)O)cc1OC)cn2C,5.42,ChEMBL
CCCCCCCCCCOC(=O)c1cnc(F)cn1,5.08,ChEMBL
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,3.35,ChEMBL
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C(C)C)C(C)C,2.03,ChEMBL
CCCC(=O)OCOC(=O)c1ccccc1OC(C)=O,2.5,ChEMBL
CCCN(/C=N\c1ccn(C2CCC(CO)O2)c(=O)n1)CCC,8.87,ChEMBL
CCCN(/C=N\c1ccn(C2CC(F)C(CO)O2)c(=O)n1)CCC,22.38,ChEMBL
CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(N)nc1)C(C1CCCCC1)C1CCCCC1,3.35,ChEMBL
CN(C)CCCNC(=O)c1ccc(NCCCN(C)C)c2c(O)c3ccccc3nc12,5.76,ChEMBL
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(Cc2ccc(CCN3CCOCC3)cc2)c1,3.01,ChEMBL
CCOC(=O)c1c(O)nc2cc(Cl)ccc2c1O,0.7,ChEMBL
NC(=O)Cc1ccc(Cl)cc1,1.16,ChEMBL
NC(=O)Cc1ccc(I)cc1,1.57,ChEMBL
COc1ccc(/C=N/CCCNCCNCCC/N=C/c2ccc(OC)cc2O)c(O)c1,1.1,ChEMBL
ClCCCl,1.48,ChEMBL
C=C(Cl)Cl,1.21,ChEMBL
FC(Cl)(Br)Br,2.8,ChEMBL
ClCCCCBr,2.42,ChEMBL
COC(=O)c1cnc(Cl)cn1,0.67,ChEMBL
CCCCCCCCCCOC(=O)c1cnc(Cl)cn1,5.48,ChEMBL
CCCCCCC(C)(CCCC)OC(=O)c1cnc(Cl)cn1,5.93,ChEMBL
CC(=O)Oc1ccccc1C(=O)OCC(=O)NCC(N)=O,-0.43,ChEMBL
O=C(NCCNCCO)c1ccc(NCCNCCO)c2c(O)c3ccccc3nc12,3.15,ChEMBL
CC(=O)Nc1ccc2c(c1)[nH]c1ccccc12,3.02,ChEMBL
CCCCOc1ccc(CC(N)=O)cc1,2.04,ChEMBL
CC(C)Oc1c(OC(C)C)c(OC(=O)C(C)(C)C)c2cc(Cl)ccc2c1OC(=O)C(C)(C)C,7.9,ChEMBL
CC(C)C(=O)Oc1c(Oc2ccccc2)c(Oc2ccccc2)c(OC(=O)C(C)C)c2cc(Cl)ccc12,7.7,ChEMBL
COc1c(OC)c(OC(C)=O)c2cc(C)ccc2c1OC(C)=O,2.86,ChEMBL
COc1c(OC)c(OC(=O)C(C)(C)C)c2cc(C)ccc2c1OC(=O)C(C)(C)C,6.1,ChEMBL
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CC2CCCC1N2Cc1ccc(F)cc1,2.92,ChEMBL
CCCCCC(CC)OC(=O)c1cnc(C)cn1,3.72,ChEMBL
CCCCCC(CC)OC(=O)c1cnc(Cl)cn1,4.24,ChEMBL
CC(=O)Oc1ccccc1C(=O)OCC(=O)N1CCOCC1,0.3,ChEMBL
O=c1nc(/N=C\N2CCCC2)ccn1C1CC(F)C(CO)O1,0.688,ChEMBL
CN(Cc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1)c1ccccc1,2.96,ChEMBL
O=C(O)c1cc(O)c2ccc(Cl)cc2n1,1.15,ChEMBL
N[C@H](Cc1cc(I)c(OCCc2ccc(O)cc2)c(I)c1)C(=O)O,2.0,ChEMBL
CCc1ccc2c(c1)C(=O)c1ccc(NC(C)=O)cc1S2(=O)=O,3.44,ChEMBL
C=C(C)C(N)=O,-0.71,ChEMBL
C/C=C/C(N)=O,-0.51,ChEMBL
CCOc1c(OCC)c(OC(C)=O)c2cc(Cl)ccc2c1OC(C)=O,4.0,ChEMBL
COc1cccc(C(=O)NC2CC3CCCC(C2)N3Cc2ccc(F)cc2)c1OC,2.86,ChEMBL
CCCOC(=O)c1cnc(Cl)cn1,1.67,ChEMBL
CC(C)COC(=O)c1cnc(Cl)cn1,1.97,ChEMBL
ClC(Cl)=C(Cl)Cl,1.27,ChEMBL
CCCCCCCl,3.65,ChEMBL
Cl/C=C/CCl,1.19,ChEMBL
